geography_id,name,level,code,parent_geography_id,country,island_group,active
mun_0300804000,Dinalupihan,municipality_city,0300804000,province_0300800000,Philippines,Luzon,true
mun_0300805000,Hermosa,municipality_city,0300805000,province_0300800000,Philippines,Luzon,true
mun_0300806000,Limay,municipality_city,0300806000,province_0300800000,Philippines,Luzon,true
mun_0300807000,Mariveles,municipality_city,0300807000,province_0300800000,Philippines,Luzon,true
mun_0300808000,Morong,municipality_city,0300808000,province_0300800000,Philippines,Luzon,true
mun_0300809000,Orani,municipality_city,0300809000,province_0300800000,Philippines,Luzon,true
mun_0300810000,Orion,municipality_city,0300810000,province_0300800000,Philippines,Luzon,true
mun_0300811000,Pilar,municipality_city,0300811000,province_0300800000,Philippines,Luzon,true
mun_0300812000,Samal,municipality_city,0300812000,province_0300800000,Philippines,Luzon,true
mun_0301401000,Angat,municipality_city,0301401000,province_0301400000,Philippines,Luzon,true
mun_0301402000,Balagtas,municipality_city,0301402000,province_0301400000,Philippines,Luzon,true
mun_0301403000,City of Baliwag,municipality_city,0301403000,province_0301400000,Philippines,Luzon,true
mun_0301404000,Bocaue,municipality_city,0301404000,province_0301400000,Philippines,Luzon,true
mun_0301405000,Bulacan,municipality_city,0301405000,province_0301400000,Philippines,Luzon,true
mun_0301406000,Bustos,municipality_city,0301406000,province_0301400000,Philippines,Luzon,true
mun_0301407000,Calumpit,municipality_city,0301407000,province_0301400000,Philippines,Luzon,true
mun_0301408000,Guiguinto,municipality_city,0301408000,province_0301400000,Philippines,Luzon,true
mun_0301409000,Hagonoy,municipality_city,0301409000,province_0301400000,Philippines,Luzon,true
mun_0301410000,City of Malolos ,municipality_city,0301410000,province_0301400000,Philippines,Luzon,true
mun_0301411000,Marilao,municipality_city,0301411000,province_0301400000,Philippines,Luzon,true
mun_0301412000,City of Meycauayan,municipality_city,0301412000,province_0301400000,Philippines,Luzon,true
mun_0301413000,Norzagaray,municipality_city,0301413000,province_0301400000,Philippines,Luzon,true
mun_0301414000,Obando,municipality_city,0301414000,province_0301400000,Philippines,Luzon,true
mun_0301415000,Pandi,municipality_city,0301415000,province_0301400000,Philippines,Luzon,true
mun_0301416000,Paombong,municipality_city,0301416000,province_0301400000,Philippines,Luzon,true
mun_0301417000,Plaridel,municipality_city,0301417000,province_0301400000,Philippines,Luzon,true
mun_0301418000,Pulilan,municipality_city,0301418000,province_0301400000,Philippines,Luzon,true
mun_0301419000,San Ildefonso,municipality_city,0301419000,province_0301400000,Philippines,Luzon,true
mun_0301420000,City of San Jose Del Monte,municipality_city,0301420000,province_0301400000,Philippines,Luzon,true
mun_0301421000,San Miguel,municipality_city,0301421000,province_0301400000,Philippines,Luzon,true
mun_0301422000,San Rafael,municipality_city,0301422000,province_0301400000,Philippines,Luzon,true
mun_0301423000,Santa Maria,municipality_city,0301423000,province_0301400000,Philippines,Luzon,true
mun_0301424000,Do̱a Remedios Trinidad,municipality_city,0301424000,province_0301400000,Philippines,Luzon,true
mun_0304901000,Aliaga,municipality_city,0304901000,province_0304900000,Philippines,Luzon,true
mun_0304902000,Bongabon,municipality_city,0304902000,province_0304900000,Philippines,Luzon,true
mun_0304903000,City of Cabanatuan,municipality_city,0304903000,province_0304900000,Philippines,Luzon,true
mun_0304904000,Cabiao,municipality_city,0304904000,province_0304900000,Philippines,Luzon,true
mun_0304905000,Carranglan,municipality_city,0304905000,province_0304900000,Philippines,Luzon,true
mun_0304906000,Cuyapo,municipality_city,0304906000,province_0304900000,Philippines,Luzon,true
mun_0304907000,Gabaldon,municipality_city,0304907000,province_0304900000,Philippines,Luzon,true
mun_0304908000,City of Gapan,municipality_city,0304908000,province_0304900000,Philippines,Luzon,true
mun_0304909000,General Mamerto Natividad,municipality_city,0304909000,province_0304900000,Philippines,Luzon,true
mun_0304910000,General Tinio,municipality_city,0304910000,province_0304900000,Philippines,Luzon,true
mun_0304911000,Guimba,municipality_city,0304911000,province_0304900000,Philippines,Luzon,true
mun_0304912000,Jaen,municipality_city,0304912000,province_0304900000,Philippines,Luzon,true
mun_0304913000,Laur,municipality_city,0304913000,province_0304900000,Philippines,Luzon,true
mun_0304914000,Licab,municipality_city,0304914000,province_0304900000,Philippines,Luzon,true
mun_0304915000,Llanera,municipality_city,0304915000,province_0304900000,Philippines,Luzon,true
mun_0304916000,Lupao,municipality_city,0304916000,province_0304900000,Philippines,Luzon,true
mun_0304917000,Science City of Mu̱oz,municipality_city,0304917000,province_0304900000,Philippines,Luzon,true
mun_0304918000,Nampicuan,municipality_city,0304918000,province_0304900000,Philippines,Luzon,true
mun_0304919000,City of Palayan ,municipality_city,0304919000,province_0304900000,Philippines,Luzon,true
